Datum     ;Uhrzeit   ;Zeit;Wärmemenge in kWh    
08.02.2019;11:00;08.02.2019 11:00;1010
08.02.2019;12:00;08.02.2019 12:00;950
08.02.2019;13:00;08.02.2019 13:00;990
08.02.2019;14:00;08.02.2019 14:00;940
08.02.2019;15:00;08.02.2019 15:00;900
08.02.2019;16:00;08.02.2019 16:00;950
08.02.2019;17:00;08.02.2019 17:00;920
08.02.2019;18:00;08.02.2019 18:00;960
08.02.2019;19:00;08.02.2019 19:00;950
08.02.2019;20:00;08.02.2019 20:00;920
08.02.2019;21:00;08.02.2019 21:00;920
08.02.2019;22:00;08.02.2019 22:00;930
08.02.2019;23:00;08.02.2019 23:00;840
09.02.2019;00:00;09.02.2019 00:00;840
09.02.2019;01:00;09.02.2019 01:00;820
09.02.2019;02:00;09.02.2019 02:00;830
09.02.2019;03:00;09.02.2019 03:00;910
09.02.2019;04:00;09.02.2019 04:00;860
09.02.2019;05:00;09.02.2019 05:00;900
09.02.2019;06:00;09.02.2019 06:00;930
09.02.2019;07:00;09.02.2019 07:00;990
09.02.2019;08:00;09.02.2019 08:00;1040
09.02.2019;09:00;09.02.2019 09:00;1040
09.02.2019;10:00;09.02.2019 10:00;1060
09.02.2019;11:00;09.02.2019 11:00;920
09.02.2019;12:00;09.02.2019 12:00;890
09.02.2019;13:00;09.02.2019 13:00;950
09.02.2019;14:00;09.02.2019 14:00;880
09.02.2019;15:00;09.02.2019 15:00;940
09.02.2019;16:00;09.02.2019 16:00;910
09.02.2019;17:00;09.02.2019 17:00;1040
09.02.2019;18:00;09.02.2019 18:00;970
09.02.2019;19:00;09.02.2019 19:00;900
09.02.2019;20:00;09.02.2019 20:00;950
09.02.2019;21:00;09.02.2019 21:00;950
09.02.2019;22:00;09.02.2019 22:00;920
09.02.2019;23:00;09.02.2019 23:00;890
10.02.2019;00:00;10.02.2019 00:00;810
10.02.2019;01:00;10.02.2019 01:00;810
10.02.2019;02:00;10.02.2019 02:00;830
10.02.2019;03:00;10.02.2019 03:00;830
10.02.2019;04:00;10.02.2019 04:00;800
10.02.2019;05:00;10.02.2019 05:00;870
10.02.2019;06:00;10.02.2019 06:00;1020
10.02.2019;07:00;10.02.2019 07:00;960
10.02.2019;08:00;10.02.2019 08:00;1000
10.02.2019;09:00;10.02.2019 09:00;1000
10.02.2019;10:00;10.02.2019 10:00;950
10.02.2019;11:00;10.02.2019 11:00;910
10.02.2019;12:00;10.02.2019 12:00;910
10.02.2019;13:00;10.02.2019 13:00;920
10.02.2019;14:00;10.02.2019 14:00;920
10.02.2019;15:00;10.02.2019 15:00;980
10.02.2019;16:00;10.02.2019 16:00;970
10.02.2019;17:00;10.02.2019 17:00;980
10.02.2019;18:00;10.02.2019 18:00;1040
10.02.2019;19:00;10.02.2019 19:00;1010
10.02.2019;20:00;10.02.2019 20:00;1160
10.02.2019;21:00;10.02.2019 21:00;1130
10.02.2019;22:00;10.02.2019 22:00;1080
10.02.2019;23:00;10.02.2019 23:00;1120
11.02.2019;00:00;11.02.2019 00:00;1000
11.02.2019;01:00;11.02.2019 01:00;1140
11.02.2019;02:00;11.02.2019 02:00;1030
11.02.2019;03:00;11.02.2019 03:00;1030
11.02.2019;04:00;11.02.2019 04:00;1040
11.02.2019;05:00;11.02.2019 05:00;1010
11.02.2019;06:00;11.02.2019 06:00;1210
11.02.2019;07:00;11.02.2019 07:00;1110
11.02.2019;08:00;11.02.2019 08:00;1320
11.02.2019;09:00;11.02.2019 09:00;1200
11.02.2019;10:00;11.02.2019 10:00;1200
11.02.2019;11:00;11.02.2019 11:00;1180
11.02.2019;12:00;11.02.2019 12:00;1160
11.02.2019;13:00;11.02.2019 13:00;1130
11.02.2019;14:00;11.02.2019 14:00;1080
11.02.2019;15:00;11.02.2019 15:00;1080
11.02.2019;16:00;11.02.2019 16:00;970
11.02.2019;17:00;11.02.2019 17:00;1020
11.02.2019;18:00;11.02.2019 18:00;1050
11.02.2019;19:00;11.02.2019 19:00;1170
11.02.2019;20:00;11.02.2019 20:00;1090
11.02.2019;21:00;11.02.2019 21:00;1190
11.02.2019;22:00;11.02.2019 22:00;1080
11.02.2019;23:00;11.02.2019 23:00;1160
12.02.2019;00:00;12.02.2019 00:00;950
12.02.2019;01:00;12.02.2019 01:00;1100
12.02.2019;02:00;12.02.2019 02:00;1020
12.02.2019;03:00;12.02.2019 03:00;1090
12.02.2019;04:00;12.02.2019 04:00;1070
12.02.2019;05:00;12.02.2019 05:00;1070
12.02.2019;06:00;12.02.2019 06:00;1260
12.02.2019;07:00;12.02.2019 07:00;1170
12.02.2019;08:00;12.02.2019 08:00;1400
12.02.2019;09:00;12.02.2019 09:00;1350
12.02.2019;10:00;12.02.2019 10:00;1180
12.02.2019;11:00;12.02.2019 11:00;1300
12.02.2019;12:00;12.02.2019 12:00;1090
12.02.2019;13:00;12.02.2019 13:00;1160
12.02.2019;14:00;12.02.2019 14:00;1030
12.02.2019;15:00;12.02.2019 15:00;1100
12.02.2019;16:00;12.02.2019 16:00;1050
12.02.2019;17:00;12.02.2019 17:00;1080
12.02.2019;18:00;12.02.2019 18:00;1010
12.02.2019;19:00;12.02.2019 19:00;1130
12.02.2019;20:00;12.02.2019 20:00;1140
12.02.2019;21:00;12.02.2019 21:00;1030
12.02.2019;22:00;12.02.2019 22:00;1130
12.02.2019;23:00;12.02.2019 23:00;970
13.02.2019;00:00;13.02.2019 00:00;1000
13.02.2019;01:00;13.02.2019 01:00;940
13.02.2019;02:00;13.02.2019 02:00;1040
13.02.2019;03:00;13.02.2019 03:00;910
13.02.2019;04:00;13.02.2019 04:00;1050
13.02.2019;05:00;13.02.2019 05:00;940
13.02.2019;06:00;13.02.2019 06:00;1200
13.02.2019;07:00;13.02.2019 07:00;1070
13.02.2019;08:00;13.02.2019 08:00;1260
13.02.2019;09:00;13.02.2019 09:00;1290
13.02.2019;10:00;13.02.2019 10:00;1220
13.02.2019;11:00;13.02.2019 11:00;1040
13.02.2019;12:00;13.02.2019 12:00;1060
13.02.2019;13:00;13.02.2019 13:00;960
13.02.2019;14:00;13.02.2019 14:00;980
13.02.2019;15:00;13.02.2019 15:00;960
13.02.2019;16:00;13.02.2019 16:00;980
13.02.2019;17:00;13.02.2019 17:00;1000
13.02.2019;18:00;13.02.2019 18:00;970
13.02.2019;19:00;13.02.2019 19:00;1000
13.02.2019;20:00;13.02.2019 20:00;1050
13.02.2019;21:00;13.02.2019 21:00;1060
13.02.2019;22:00;13.02.2019 22:00;1010
13.02.2019;23:00;13.02.2019 23:00;1040
14.02.2019;00:00;14.02.2019 00:00;880
14.02.2019;01:00;14.02.2019 01:00;1000
14.02.2019;02:00;14.02.2019 02:00;900
14.02.2019;03:00;14.02.2019 03:00;1020
14.02.2019;04:00;14.02.2019 04:00;920
14.02.2019;05:00;14.02.2019 05:00;1010
14.02.2019;06:00;14.02.2019 06:00;1120
14.02.2019;07:00;14.02.2019 07:00;1120
14.02.2019;08:00;14.02.2019 08:00;1330
14.02.2019;09:00;14.02.2019 09:00;1300
14.02.2019;10:00;14.02.2019 10:00;1190
14.02.2019;11:00;14.02.2019 11:00;940
14.02.2019;12:00;14.02.2019 12:00;1010
14.02.2019;13:00;14.02.2019 13:00;740
14.02.2019;14:00;14.02.2019 14:00;790
14.02.2019;15:00;14.02.2019 15:00;670
14.02.2019;16:00;14.02.2019 16:00;670
14.02.2019;17:00;14.02.2019 17:00;700
14.02.2019;18:00;14.02.2019 18:00;740
14.02.2019;19:00;14.02.2019 19:00;860
14.02.2019;20:00;14.02.2019 20:00;890
14.02.2019;21:00;14.02.2019 21:00;930
14.02.2019;22:00;14.02.2019 22:00;960
14.02.2019;23:00;14.02.2019 23:00;890
15.02.2019;00:00;15.02.2019 00:00;880
15.02.2019;01:00;15.02.2019 01:00;820
15.02.2019;02:00;15.02.2019 02:00;840
15.02.2019;03:00;15.02.2019 03:00;820
15.02.2019;04:00;15.02.2019 04:00;850
15.02.2019;05:00;15.02.2019 05:00;850
15.02.2019;06:00;15.02.2019 06:00;980
15.02.2019;07:00;15.02.2019 07:00;980
15.02.2019;08:00;15.02.2019 08:00;1160
15.02.2019;09:00;15.02.2019 09:00;1130
15.02.2019;10:00;15.02.2019 10:00;960
15.02.2019;11:00;15.02.2019 11:00;680
15.02.2019;12:00;15.02.2019 12:00;660
15.02.2019;13:00;15.02.2019 13:00;540
15.02.2019;14:00;15.02.2019 14:00;590
15.02.2019;15:00;15.02.2019 15:00;540
15.02.2019;16:00;15.02.2019 16:00;460
15.02.2019;17:00;15.02.2019 17:00;560
15.02.2019;18:00;15.02.2019 18:00;530
15.02.2019;19:00;15.02.2019 19:00;700
15.02.2019;20:00;15.02.2019 20:00;690
15.02.2019;21:00;15.02.2019 21:00;690
15.02.2019;22:00;15.02.2019 22:00;700
15.02.2019;23:00;15.02.2019 23:00;690
16.02.2019;00:00;16.02.2019 00:00;600
16.02.2019;01:00;16.02.2019 01:00;670
16.02.2019;02:00;16.02.2019 02:00;640
16.02.2019;03:00;16.02.2019 03:00;700
16.02.2019;04:00;16.02.2019 04:00;710
16.02.2019;05:00;16.02.2019 05:00;690
16.02.2019;06:00;16.02.2019 06:00;830
16.02.2019;07:00;16.02.2019 07:00;840
16.02.2019;08:00;16.02.2019 08:00;950
16.02.2019;09:00;16.02.2019 09:00;940
16.02.2019;10:00;16.02.2019 10:00;850
16.02.2019;11:00;16.02.2019 11:00;700
16.02.2019;12:00;16.02.2019 12:00;650
16.02.2019;13:00;16.02.2019 13:00;610
16.02.2019;14:00;16.02.2019 14:00;600
16.02.2019;15:00;16.02.2019 15:00;560
16.02.2019;16:00;16.02.2019 16:00;540
16.02.2019;17:00;16.02.2019 17:00;570
16.02.2019;18:00;16.02.2019 18:00;640
16.02.2019;19:00;16.02.2019 19:00;690
16.02.2019;20:00;16.02.2019 20:00;740
16.02.2019;21:00;16.02.2019 21:00;750
16.02.2019;22:00;16.02.2019 22:00;770
16.02.2019;23:00;16.02.2019 23:00;770
17.02.2019;00:00;17.02.2019 00:00;740
17.02.2019;01:00;17.02.2019 01:00;760
17.02.2019;02:00;17.02.2019 02:00;830
17.02.2019;03:00;17.02.2019 03:00;750
17.02.2019;04:00;17.02.2019 04:00;840
17.02.2019;05:00;17.02.2019 05:00;750
17.02.2019;06:00;17.02.2019 06:00;940
17.02.2019;07:00;17.02.2019 07:00;780
17.02.2019;08:00;17.02.2019 08:00;950
17.02.2019;09:00;17.02.2019 09:00;920
17.02.2019;10:00;17.02.2019 10:00;820
17.02.2019;11:00;17.02.2019 11:00;660
17.02.2019;12:00;17.02.2019 12:00;590
17.02.2019;13:00;17.02.2019 13:00;550
17.02.2019;14:00;17.02.2019 14:00;540
17.02.2019;15:00;17.02.2019 15:00;520
17.02.2019;16:00;17.02.2019 16:00;490
17.02.2019;17:00;17.02.2019 17:00;530
17.02.2019;18:00;17.02.2019 18:00;560
17.02.2019;19:00;17.02.2019 19:00;630
17.02.2019;20:00;17.02.2019 20:00;650
17.02.2019;21:00;17.02.2019 21:00;650
17.02.2019;22:00;17.02.2019 22:00;670
17.02.2019;23:00;17.02.2019 23:00;650
18.02.2019;00:00;18.02.2019 00:00;600
18.02.2019;01:00;18.02.2019 01:00;660
18.02.2019;02:00;18.02.2019 02:00;710
18.02.2019;03:00;18.02.2019 03:00;730
18.02.2019;04:00;18.02.2019 04:00;710
18.02.2019;05:00;18.02.2019 05:00;760
18.02.2019;06:00;18.02.2019 06:00;860
18.02.2019;07:00;18.02.2019 07:00;830
18.02.2019;08:00;18.02.2019 08:00;1010
18.02.2019;09:00;18.02.2019 09:00;970
18.02.2019;10:00;18.02.2019 10:00;750
18.02.2019;11:00;18.02.2019 11:00;730
18.02.2019;12:00;18.02.2019 12:00;580
18.02.2019;13:00;18.02.2019 13:00;610
18.02.2019;14:00;18.02.2019 14:00;480
18.02.2019;15:00;18.02.2019 15:00;560
18.02.2019;16:00;18.02.2019 16:00;440
18.02.2019;17:00;18.02.2019 17:00;590
18.02.2019;18:00;18.02.2019 18:00;490
18.02.2019;19:00;18.02.2019 19:00;670
18.02.2019;20:00;18.02.2019 20:00;610
18.02.2019;21:00;18.02.2019 21:00;750
18.02.2019;22:00;18.02.2019 22:00;610
18.02.2019;23:00;18.02.2019 23:00;700
19.02.2019;00:00;19.02.2019 00:00;620
19.02.2019;01:00;19.02.2019 01:00;700
19.02.2019;02:00;19.02.2019 02:00;650
19.02.2019;03:00;19.02.2019 03:00;720
19.02.2019;04:00;19.02.2019 04:00;670
19.02.2019;05:00;19.02.2019 05:00;790
19.02.2019;06:00;19.02.2019 06:00;800
19.02.2019;07:00;19.02.2019 07:00;920
19.02.2019;08:00;19.02.2019 08:00;1000
19.02.2019;09:00;19.02.2019 09:00;980
19.02.2019;10:00;19.02.2019 10:00;970
19.02.2019;11:00;19.02.2019 11:00;890
19.02.2019;12:00;19.02.2019 12:00;770
19.02.2019;13:00;19.02.2019 13:00;800
19.02.2019;14:00;19.02.2019 14:00;800
19.02.2019;15:00;19.02.2019 15:00;710
19.02.2019;16:00;19.02.2019 16:00;800
19.02.2019;17:00;19.02.2019 17:00;730
19.02.2019;18:00;19.02.2019 18:00;780
19.02.2019;19:00;19.02.2019 19:00;760
19.02.2019;20:00;19.02.2019 20:00;850
19.02.2019;21:00;19.02.2019 21:00;830
19.02.2019;22:00;19.02.2019 22:00;810
19.02.2019;23:00;19.02.2019 23:00;820
20.02.2019;00:00;20.02.2019 00:00;690
20.02.2019;01:00;20.02.2019 01:00;840
20.02.2019;02:00;20.02.2019 02:00;750
20.02.2019;03:00;20.02.2019 03:00;830
20.02.2019;04:00;20.02.2019 04:00;760
20.02.2019;05:00;20.02.2019 05:00;850
20.02.2019;06:00;20.02.2019 06:00;860
20.02.2019;07:00;20.02.2019 07:00;990
20.02.2019;08:00;20.02.2019 08:00;1100
20.02.2019;09:00;20.02.2019 09:00;1060
20.02.2019;10:00;20.02.2019 10:00;970
20.02.2019;11:00;20.02.2019 11:00;840
20.02.2019;12:00;20.02.2019 12:00;860
20.02.2019;13:00;20.02.2019 13:00;760
20.02.2019;14:00;20.02.2019 14:00;740
20.02.2019;15:00;20.02.2019 15:00;760
20.02.2019;16:00;20.02.2019 16:00;690
20.02.2019;17:00;20.02.2019 17:00;770
20.02.2019;18:00;20.02.2019 18:00;740
20.02.2019;19:00;20.02.2019 19:00;800
20.02.2019;20:00;20.02.2019 20:00;840
20.02.2019;21:00;20.02.2019 21:00;840
20.02.2019;22:00;20.02.2019 22:00;820
20.02.2019;23:00;20.02.2019 23:00;760
21.02.2019;00:00;21.02.2019 00:00;750
21.02.2019;01:00;21.02.2019 01:00;760
21.02.2019;02:00;21.02.2019 02:00;790
21.02.2019;03:00;21.02.2019 03:00;790
21.02.2019;04:00;21.02.2019 04:00;820
21.02.2019;05:00;21.02.2019 05:00;780
21.02.2019;06:00;21.02.2019 06:00;920
21.02.2019;07:00;21.02.2019 07:00;940
21.02.2019;08:00;21.02.2019 08:00;1050
21.02.2019;09:00;21.02.2019 09:00;1000
21.02.2019;10:00;21.02.2019 10:00;900
21.02.2019;11:00;21.02.2019 11:00;820
21.02.2019;12:00;21.02.2019 12:00;800
21.02.2019;13:00;21.02.2019 13:00;710
21.02.2019;14:00;21.02.2019 14:00;720
21.02.2019;15:00;21.02.2019 15:00;710
21.02.2019;16:00;21.02.2019 16:00;700
21.02.2019;17:00;21.02.2019 17:00;690
21.02.2019;18:00;21.02.2019 18:00;740
21.02.2019;19:00;21.02.2019 19:00;780
21.02.2019;20:00;21.02.2019 20:00;710
21.02.2019;21:00;21.02.2019 21:00;830
21.02.2019;22:00;21.02.2019 22:00;720
21.02.2019;23:00;21.02.2019 23:00;800
22.02.2019;00:00;22.02.2019 00:00;620
22.02.2019;01:00;22.02.2019 01:00;750
22.02.2019;02:00;22.02.2019 02:00;660
22.02.2019;03:00;22.02.2019 03:00;750
22.02.2019;04:00;22.02.2019 04:00;680
22.02.2019;05:00;22.02.2019 05:00;760
22.02.2019;06:00;22.02.2019 06:00;760
22.02.2019;07:00;22.02.2019 07:00;870
22.02.2019;08:00;22.02.2019 08:00;920
22.02.2019;09:00;22.02.2019 09:00;910
22.02.2019;10:00;22.02.2019 10:00;850
22.02.2019;11:00;22.02.2019 11:00;780
22.02.2019;12:00;22.02.2019 12:00;720
22.02.2019;13:00;22.02.2019 13:00;700
22.02.2019;14:00;22.02.2019 14:00;720
22.02.2019;15:00;22.02.2019 15:00;630
22.02.2019;16:00;22.02.2019 16:00;710
22.02.2019;17:00;22.02.2019 17:00;660
22.02.2019;18:00;22.02.2019 18:00;730
22.02.2019;19:00;22.02.2019 19:00;740
22.02.2019;20:00;22.02.2019 20:00;780
22.02.2019;21:00;22.02.2019 21:00;790
22.02.2019;22:00;22.02.2019 22:00;830
22.02.2019;23:00;22.02.2019 23:00;730
23.02.2019;00:00;23.02.2019 00:00;780
23.02.2019;01:00;23.02.2019 01:00;770
23.02.2019;02:00;23.02.2019 02:00;850
23.02.2019;03:00;23.02.2019 03:00;830
23.02.2019;04:00;23.02.2019 04:00;830
23.02.2019;05:00;23.02.2019 05:00;900
23.02.2019;06:00;23.02.2019 06:00;970
23.02.2019;07:00;23.02.2019 07:00;1060
23.02.2019;08:00;23.02.2019 08:00;1130
23.02.2019;09:00;23.02.2019 09:00;1120
23.02.2019;10:00;23.02.2019 10:00;1010
23.02.2019;11:00;23.02.2019 11:00;940
23.02.2019;12:00;23.02.2019 12:00;790
23.02.2019;13:00;23.02.2019 13:00;790
23.02.2019;14:00;23.02.2019 14:00;690
23.02.2019;15:00;23.02.2019 15:00;720
23.02.2019;16:00;23.02.2019 16:00;620
23.02.2019;17:00;23.02.2019 17:00;690
23.02.2019;18:00;23.02.2019 18:00;750
23.02.2019;19:00;23.02.2019 19:00;780
23.02.2019;20:00;23.02.2019 20:00;870
23.02.2019;21:00;23.02.2019 21:00;920
23.02.2019;22:00;23.02.2019 22:00;830
23.02.2019;23:00;23.02.2019 23:00;870
24.02.2019;00:00;24.02.2019 00:00;740
24.02.2019;01:00;24.02.2019 01:00;880
24.02.2019;02:00;24.02.2019 02:00;770
24.02.2019;03:00;24.02.2019 03:00;900
24.02.2019;04:00;24.02.2019 04:00;820
24.02.2019;05:00;24.02.2019 05:00;910
24.02.2019;06:00;24.02.2019 06:00;1050
24.02.2019;07:00;24.02.2019 07:00;950
24.02.2019;08:00;24.02.2019 08:00;1160
24.02.2019;09:00;24.02.2019 09:00;1130
24.02.2019;10:00;24.02.2019 10:00;890
24.02.2019;11:00;24.02.2019 11:00;870
24.02.2019;12:00;24.02.2019 12:00;680
24.02.2019;13:00;24.02.2019 13:00;680
24.02.2019;14:00;24.02.2019 14:00;590
24.02.2019;15:00;24.02.2019 15:00;580
24.02.2019;16:00;24.02.2019 16:00;530
24.02.2019;17:00;24.02.2019 17:00;550
24.02.2019;18:00;24.02.2019 18:00;580
24.02.2019;19:00;24.02.2019 19:00;720
24.02.2019;20:00;24.02.2019 20:00;700
24.02.2019;21:00;24.02.2019 21:00;790
24.02.2019;22:00;24.02.2019 22:00;780
24.02.2019;23:00;24.02.2019 23:00;770
25.02.2019;00:00;25.02.2019 00:00;740
25.02.2019;01:00;25.02.2019 01:00;790
25.02.2019;02:00;25.02.2019 02:00;810
25.02.2019;03:00;25.02.2019 03:00;830
25.02.2019;04:00;25.02.2019 04:00;840
25.02.2019;05:00;25.02.2019 05:00;880
25.02.2019;06:00;25.02.2019 06:00;940
25.02.2019;07:00;25.02.2019 07:00;1020
25.02.2019;08:00;25.02.2019 08:00;1150
25.02.2019;09:00;25.02.2019 09:00;1080
25.02.2019;10:00;25.02.2019 10:00;860
25.02.2019;11:00;25.02.2019 11:00;740
25.02.2019;12:00;25.02.2019 12:00;590
25.02.2019;13:00;25.02.2019 13:00;550
25.02.2019;14:00;25.02.2019 14:00;520
25.02.2019;15:00;25.02.2019 15:00;480
25.02.2019;16:00;25.02.2019 16:00;500
25.02.2019;17:00;25.02.2019 17:00;450
25.02.2019;18:00;25.02.2019 18:00;600
25.02.2019;19:00;25.02.2019 19:00;620
25.02.2019;20:00;25.02.2019 20:00;670
25.02.2019;21:00;25.02.2019 21:00;760
25.02.2019;22:00;25.02.2019 22:00;680
25.02.2019;23:00;25.02.2019 23:00;780
26.02.2019;00:00;26.02.2019 00:00;670
26.02.2019;01:00;26.02.2019 01:00;810
26.02.2019;02:00;26.02.2019 02:00;690
26.02.2019;03:00;26.02.2019 03:00;840
26.02.2019;04:00;26.02.2019 04:00;730
26.02.2019;05:00;26.02.2019 05:00;870
26.02.2019;06:00;26.02.2019 06:00;900
26.02.2019;07:00;26.02.2019 07:00;990
26.02.2019;08:00;26.02.2019 08:00;1080
26.02.2019;09:00;26.02.2019 09:00;1020
26.02.2019;10:00;26.02.2019 10:00;860
26.02.2019;11:00;26.02.2019 11:00;660
26.02.2019;12:00;26.02.2019 12:00;540
26.02.2019;13:00;26.02.2019 13:00;500
26.02.2019;14:00;26.02.2019 14:00;470
26.02.2019;15:00;26.02.2019 15:00;480
26.02.2019;16:00;26.02.2019 16:00;460
26.02.2019;17:00;26.02.2019 17:00;420
26.02.2019;18:00;26.02.2019 18:00;540
26.02.2019;19:00;26.02.2019 19:00;520
26.02.2019;20:00;26.02.2019 20:00;680
26.02.2019;21:00;26.02.2019 21:00;690
26.02.2019;22:00;26.02.2019 22:00;660
26.02.2019;23:00;26.02.2019 23:00;690
27.02.2019;00:00;27.02.2019 00:00;590
27.02.2019;01:00;27.02.2019 01:00;750
27.02.2019;02:00;27.02.2019 02:00;690
27.02.2019;03:00;27.02.2019 03:00;780
27.02.2019;04:00;27.02.2019 04:00;710
27.02.2019;05:00;27.02.2019 05:00;830
27.02.2019;06:00;27.02.2019 06:00;890
27.02.2019;07:00;27.02.2019 07:00;940
27.02.2019;08:00;27.02.2019 08:00;1040
27.02.2019;09:00;27.02.2019 09:00;950
27.02.2019;10:00;27.02.2019 10:00;700
27.02.2019;11:00;27.02.2019 11:00;620
27.02.2019;12:00;27.02.2019 12:00;470
27.02.2019;13:00;27.02.2019 13:00;420
27.02.2019;14:00;27.02.2019 14:00;450
27.02.2019;15:00;27.02.2019 15:00;390
27.02.2019;16:00;27.02.2019 16:00;420
27.02.2019;17:00;27.02.2019 17:00;380
27.02.2019;18:00;27.02.2019 18:00;460
27.02.2019;19:00;27.02.2019 19:00;470
27.02.2019;20:00;27.02.2019 20:00;610
27.02.2019;21:00;27.02.2019 21:00;530
27.02.2019;22:00;27.02.2019 22:00;550
27.02.2019;23:00;27.02.2019 23:00;580
28.02.2019;00:00;28.02.2019 00:00;500
28.02.2019;01:00;28.02.2019 01:00;600
28.02.2019;02:00;28.02.2019 02:00;530
28.02.2019;03:00;28.02.2019 03:00;650
28.02.2019;04:00;28.02.2019 04:00;580
28.02.2019;05:00;28.02.2019 05:00;700
28.02.2019;06:00;28.02.2019 06:00;740
28.02.2019;07:00;28.02.2019 07:00;870
28.02.2019;08:00;28.02.2019 08:00;930
28.02.2019;09:00;28.02.2019 09:00;900
28.02.2019;10:00;28.02.2019 10:00;820
28.02.2019;11:00;28.02.2019 11:00;700
28.02.2019;12:00;28.02.2019 12:00;600
28.02.2019;13:00;28.02.2019 13:00;570
28.02.2019;14:00;28.02.2019 14:00;560
28.02.2019;15:00;28.02.2019 15:00;530
28.02.2019;16:00;28.02.2019 16:00;550
28.02.2019;17:00;28.02.2019 17:00;670
28.02.2019;18:00;28.02.2019 18:00;650
28.02.2019;19:00;28.02.2019 19:00;640
28.02.2019;20:00;28.02.2019 20:00;660
28.02.2019;21:00;28.02.2019 21:00;610
28.02.2019;22:00;28.02.2019 22:00;700
28.02.2019;23:00;28.02.2019 23:00;610
01.03.2019;00:00;01.03.2019 00:00;620
01.03.2019;01:00;01.03.2019 01:00;540
01.03.2019;02:00;01.03.2019 02:00;670
01.03.2019;03:00;01.03.2019 03:00;560
01.03.2019;04:00;01.03.2019 04:00;660
01.03.2019;05:00;01.03.2019 05:00;590
01.03.2019;06:00;01.03.2019 06:00;760
01.03.2019;07:00;01.03.2019 07:00;700
01.03.2019;08:00;01.03.2019 08:00;840
01.03.2019;09:00;01.03.2019 09:00;860
01.03.2019;10:00;01.03.2019 10:00;810
01.03.2019;11:00;01.03.2019 11:00;800
01.03.2019;12:00;01.03.2019 12:00;870
01.03.2019;13:00;01.03.2019 13:00;790
01.03.2019;14:00;01.03.2019 14:00;900
01.03.2019;15:00;01.03.2019 15:00;850
01.03.2019;16:00;01.03.2019 16:00;930
01.03.2019;17:00;01.03.2019 17:00;820
01.03.2019;18:00;01.03.2019 18:00;960
01.03.2019;19:00;01.03.2019 19:00;870
01.03.2019;20:00;01.03.2019 20:00;970
01.03.2019;21:00;01.03.2019 21:00;880
01.03.2019;22:00;01.03.2019 22:00;890
01.03.2019;23:00;01.03.2019 23:00;850
02.03.2019;00:00;02.03.2019 00:00;730
02.03.2019;01:00;02.03.2019 01:00;770
02.03.2019;02:00;02.03.2019 02:00;720
02.03.2019;03:00;02.03.2019 03:00;820
02.03.2019;04:00;02.03.2019 04:00;760
02.03.2019;05:00;02.03.2019 05:00;780
02.03.2019;06:00;02.03.2019 06:00;910
02.03.2019;07:00;02.03.2019 07:00;860
02.03.2019;08:00;02.03.2019 08:00;980
02.03.2019;09:00;02.03.2019 09:00;960
02.03.2019;10:00;02.03.2019 10:00;880
02.03.2019;11:00;02.03.2019 11:00;910
02.03.2019;12:00;02.03.2019 12:00;870
02.03.2019;13:00;02.03.2019 13:00;710
02.03.2019;14:00;02.03.2019 14:00;720
02.03.2019;15:00;02.03.2019 15:00;640
02.03.2019;16:00;02.03.2019 16:00;720
02.03.2019;17:00;02.03.2019 17:00;700
02.03.2019;18:00;02.03.2019 18:00;790
02.03.2019;19:00;02.03.2019 19:00;780
02.03.2019;20:00;02.03.2019 20:00;770
02.03.2019;21:00;02.03.2019 21:00;810
02.03.2019;22:00;02.03.2019 22:00;680
02.03.2019;23:00;02.03.2019 23:00;750
03.03.2019;00:00;03.03.2019 00:00;610
03.03.2019;01:00;03.03.2019 01:00;690
03.03.2019;02:00;03.03.2019 02:00;690
03.03.2019;03:00;03.03.2019 03:00;650
03.03.2019;04:00;03.03.2019 04:00;710
03.03.2019;05:00;03.03.2019 05:00;670
03.03.2019;06:00;03.03.2019 06:00;770
03.03.2019;07:00;03.03.2019 07:00;800
03.03.2019;08:00;03.03.2019 08:00;830
03.03.2019;09:00;03.03.2019 09:00;840
03.03.2019;10:00;03.03.2019 10:00;810
03.03.2019;11:00;03.03.2019 11:00;790
03.03.2019;12:00;03.03.2019 12:00;760
03.03.2019;13:00;03.03.2019 13:00;740
03.03.2019;14:00;03.03.2019 14:00;720
03.03.2019;15:00;03.03.2019 15:00;740
03.03.2019;16:00;03.03.2019 16:00;740
03.03.2019;17:00;03.03.2019 17:00;690
03.03.2019;18:00;03.03.2019 18:00;690
03.03.2019;19:00;03.03.2019 19:00;710
03.03.2019;20:00;03.03.2019 20:00;710
03.03.2019;21:00;03.03.2019 21:00;690
03.03.2019;22:00;03.03.2019 22:00;690
03.03.2019;23:00;03.03.2019 23:00;660
04.03.2019;00:00;04.03.2019 00:00;600
04.03.2019;01:00;04.03.2019 01:00;610
04.03.2019;02:00;04.03.2019 02:00;620
04.03.2019;03:00;04.03.2019 03:00;610
04.03.2019;04:00;04.03.2019 04:00;650
04.03.2019;05:00;04.03.2019 05:00;600
04.03.2019;06:00;04.03.2019 06:00;700
04.03.2019;07:00;04.03.2019 07:00;600
04.03.2019;08:00;04.03.2019 08:00;910
04.03.2019;09:00;04.03.2019 09:00;960
04.03.2019;10:00;04.03.2019 10:00;830
04.03.2019;11:00;04.03.2019 11:00;800
