Datum     ;Uhrzeit   ;Zeit;Wärmemenge in kWh    
28.03.2019;13:00;28.03.2019 13:00;620
28.03.2019;14:00;28.03.2019 14:00;690
28.03.2019;15:00;28.03.2019 15:00;640
28.03.2019;16:00;28.03.2019 16:00;630
28.03.2019;17:00;28.03.2019 17:00;680
28.03.2019;18:00;28.03.2019 18:00;630
28.03.2019;19:00;28.03.2019 19:00;660
28.03.2019;20:00;28.03.2019 20:00;720
28.03.2019;21:00;28.03.2019 21:00;690
28.03.2019;22:00;28.03.2019 22:00;680
28.03.2019;23:00;28.03.2019 23:00;730
29.03.2019;00:00;29.03.2019 00:00;580
29.03.2019;01:00;29.03.2019 01:00;790
29.03.2019;02:00;29.03.2019 02:00;640
29.03.2019;03:00;29.03.2019 03:00;820
29.03.2019;04:00;29.03.2019 04:00;690
29.03.2019;05:00;29.03.2019 05:00;850
29.03.2019;06:00;29.03.2019 06:00;910
29.03.2019;07:00;29.03.2019 07:00;950
29.03.2019;08:00;29.03.2019 08:00;1010
29.03.2019;09:00;29.03.2019 09:00;860
29.03.2019;10:00;29.03.2019 10:00;670
29.03.2019;11:00;29.03.2019 11:00;550
29.03.2019;12:00;29.03.2019 12:00;540
29.03.2019;13:00;29.03.2019 13:00;490
29.03.2019;14:00;29.03.2019 14:00;460
29.03.2019;15:00;29.03.2019 15:00;390
29.03.2019;16:00;29.03.2019 16:00;430
29.03.2019;17:00;29.03.2019 17:00;370
29.03.2019;18:00;29.03.2019 18:00;460
29.03.2019;19:00;29.03.2019 19:00;410
29.03.2019;20:00;29.03.2019 20:00;560
29.03.2019;21:00;29.03.2019 21:00;600
29.03.2019;22:00;29.03.2019 22:00;450
29.03.2019;23:00;29.03.2019 23:00;620
30.03.2019;00:00;30.03.2019 00:00;490
30.03.2019;01:00;30.03.2019 01:00;560
30.03.2019;02:00;30.03.2019 02:00;580
30.03.2019;03:00;30.03.2019 03:00;590
30.03.2019;04:00;30.03.2019 04:00;640
30.03.2019;05:00;30.03.2019 05:00;590
30.03.2019;06:00;30.03.2019 06:00;750
30.03.2019;07:00;30.03.2019 07:00;710
30.03.2019;08:00;30.03.2019 08:00;700
30.03.2019;09:00;30.03.2019 09:00;580
30.03.2019;10:00;30.03.2019 10:00;480
30.03.2019;11:00;30.03.2019 11:00;420
30.03.2019;12:00;30.03.2019 12:00;430
30.03.2019;13:00;30.03.2019 13:00;380
30.03.2019;14:00;30.03.2019 14:00;410
30.03.2019;15:00;30.03.2019 15:00;350
30.03.2019;16:00;30.03.2019 16:00;370
30.03.2019;17:00;30.03.2019 17:00;400
30.03.2019;18:00;30.03.2019 18:00;440
30.03.2019;19:00;30.03.2019 19:00;440
30.03.2019;20:00;30.03.2019 20:00;510
30.03.2019;21:00;30.03.2019 21:00;560
30.03.2019;22:00;30.03.2019 22:00;510
30.03.2019;23:00;30.03.2019 23:00;570
31.03.2019;00:00;31.03.2019 00:00;400
31.03.2019;01:00;31.03.2019 01:00;570
31.03.2019;02:00;31.03.2019 02:00;490
31.03.2019;03:00;31.03.2019 03:00;0
31.03.2019;04:00;31.03.2019 04:00;640
31.03.2019;05:00;31.03.2019 05:00;530
31.03.2019;06:00;31.03.2019 06:00;680
31.03.2019;07:00;31.03.2019 07:00;710
31.03.2019;08:00;31.03.2019 08:00;740
31.03.2019;09:00;31.03.2019 09:00;780
31.03.2019;10:00;31.03.2019 10:00;780
31.03.2019;11:00;31.03.2019 11:00;790
31.03.2019;12:00;31.03.2019 12:00;740
31.03.2019;13:00;31.03.2019 13:00;680
31.03.2019;14:00;31.03.2019 14:00;650
31.03.2019;15:00;31.03.2019 15:00;630
31.03.2019;16:00;31.03.2019 16:00;630
31.03.2019;17:00;31.03.2019 17:00;610
31.03.2019;18:00;31.03.2019 18:00;630
31.03.2019;19:00;31.03.2019 19:00;660
31.03.2019;20:00;31.03.2019 20:00;690
31.03.2019;21:00;31.03.2019 21:00;740
31.03.2019;22:00;31.03.2019 22:00;750
31.03.2019;23:00;31.03.2019 23:00;720
01.04.2019;00:00;01.04.2019 00:00;770
01.04.2019;01:00;01.04.2019 01:00;750
01.04.2019;02:00;01.04.2019 02:00;920
01.04.2019;03:00;01.04.2019 03:00;790
01.04.2019;04:00;01.04.2019 04:00;970
01.04.2019;05:00;01.04.2019 05:00;810
01.04.2019;06:00;01.04.2019 06:00;1120
01.04.2019;07:00;01.04.2019 07:00;950
01.04.2019;08:00;01.04.2019 08:00;1210
01.04.2019;09:00;01.04.2019 09:00;1130
01.04.2019;10:00;01.04.2019 10:00;1030
01.04.2019;11:00;01.04.2019 11:00;780
01.04.2019;12:00;01.04.2019 12:00;740
01.04.2019;13:00;01.04.2019 13:00;700
01.04.2019;14:00;01.04.2019 14:00;590
01.04.2019;15:00;01.04.2019 15:00;620
01.04.2019;16:00;01.04.2019 16:00;460
01.04.2019;17:00;01.04.2019 17:00;530
01.04.2019;18:00;01.04.2019 18:00;520
01.04.2019;19:00;01.04.2019 19:00;410
01.04.2019;20:00;01.04.2019 20:00;600
01.04.2019;21:00;01.04.2019 21:00;630
01.04.2019;22:00;01.04.2019 22:00;610
01.04.2019;23:00;01.04.2019 23:00;700
02.04.2019;00:00;02.04.2019 00:00;550
02.04.2019;01:00;02.04.2019 01:00;720
02.04.2019;02:00;02.04.2019 02:00;650
02.04.2019;03:00;02.04.2019 03:00;700
02.04.2019;04:00;02.04.2019 04:00;620
02.04.2019;05:00;02.04.2019 05:00;660
02.04.2019;06:00;02.04.2019 06:00;780
02.04.2019;07:00;02.04.2019 07:00;720
02.04.2019;08:00;02.04.2019 08:00;830
02.04.2019;09:00;02.04.2019 09:00;750
02.04.2019;10:00;02.04.2019 10:00;660
02.04.2019;11:00;02.04.2019 11:00;590
02.04.2019;12:00;02.04.2019 12:00;520
02.04.2019;13:00;02.04.2019 13:00;440
02.04.2019;14:00;02.04.2019 14:00;530
02.04.2019;15:00;02.04.2019 15:00;530
02.04.2019;16:00;02.04.2019 16:00;550
02.04.2019;17:00;02.04.2019 17:00;620
02.04.2019;18:00;02.04.2019 18:00;510
02.04.2019;19:00;02.04.2019 19:00;450
02.04.2019;20:00;02.04.2019 20:00;490
02.04.2019;21:00;02.04.2019 21:00;560
02.04.2019;22:00;02.04.2019 22:00;650
02.04.2019;23:00;02.04.2019 23:00;620
03.04.2019;00:00;03.04.2019 00:00;590
03.04.2019;01:00;03.04.2019 01:00;590
03.04.2019;02:00;03.04.2019 02:00;580
03.04.2019;03:00;03.04.2019 03:00;590
03.04.2019;04:00;03.04.2019 04:00;610
03.04.2019;05:00;03.04.2019 05:00;640
03.04.2019;06:00;03.04.2019 06:00;770
03.04.2019;07:00;03.04.2019 07:00;810
03.04.2019;08:00;03.04.2019 08:00;850
03.04.2019;09:00;03.04.2019 09:00;890
03.04.2019;10:00;03.04.2019 10:00;900
03.04.2019;11:00;03.04.2019 11:00;850
03.04.2019;12:00;03.04.2019 12:00;800
03.04.2019;13:00;03.04.2019 13:00;780
03.04.2019;14:00;03.04.2019 14:00;690
03.04.2019;15:00;03.04.2019 15:00;650
03.04.2019;16:00;03.04.2019 16:00;720
03.04.2019;17:00;03.04.2019 17:00;660
03.04.2019;18:00;03.04.2019 18:00;660
03.04.2019;19:00;03.04.2019 19:00;680
03.04.2019;20:00;03.04.2019 20:00;760
03.04.2019;21:00;03.04.2019 21:00;810
03.04.2019;22:00;03.04.2019 22:00;770
03.04.2019;23:00;03.04.2019 23:00;750
04.04.2019;00:00;04.04.2019 00:00;700
04.04.2019;01:00;04.04.2019 01:00;710
04.04.2019;02:00;04.04.2019 02:00;680
04.04.2019;03:00;04.04.2019 03:00;750
04.04.2019;04:00;04.04.2019 04:00;730
04.04.2019;05:00;04.04.2019 05:00;740
04.04.2019;06:00;04.04.2019 06:00;910
04.04.2019;07:00;04.04.2019 07:00;910
04.04.2019;08:00;04.04.2019 08:00;990
04.04.2019;09:00;04.04.2019 09:00;1000
04.04.2019;10:00;04.04.2019 10:00;940
04.04.2019;11:00;04.04.2019 11:00;930
04.04.2019;12:00;04.04.2019 12:00;890
04.04.2019;13:00;04.04.2019 13:00;830
04.04.2019;14:00;04.04.2019 14:00;870
04.04.2019;15:00;04.04.2019 15:00;890
04.04.2019;16:00;04.04.2019 16:00;870
04.04.2019;17:00;04.04.2019 17:00;860
04.04.2019;18:00;04.04.2019 18:00;860
04.04.2019;19:00;04.04.2019 19:00;890
04.04.2019;20:00;04.04.2019 20:00;860
04.04.2019;21:00;04.04.2019 21:00;910
04.04.2019;22:00;04.04.2019 22:00;810
04.04.2019;23:00;04.04.2019 23:00;850
05.04.2019;00:00;05.04.2019 00:00;710
05.04.2019;01:00;05.04.2019 01:00;790
05.04.2019;02:00;05.04.2019 02:00;780
05.04.2019;03:00;05.04.2019 03:00;750
05.04.2019;04:00;05.04.2019 04:00;820
05.04.2019;05:00;05.04.2019 05:00;700
05.04.2019;06:00;05.04.2019 06:00;930
05.04.2019;07:00;05.04.2019 07:00;970
05.04.2019;08:00;05.04.2019 08:00;1040
05.04.2019;09:00;05.04.2019 09:00;980
05.04.2019;10:00;05.04.2019 10:00;940
05.04.2019;11:00;05.04.2019 11:00;870
05.04.2019;12:00;05.04.2019 12:00;860
05.04.2019;13:00;05.04.2019 13:00;810
05.04.2019;14:00;05.04.2019 14:00;790
05.04.2019;15:00;05.04.2019 15:00;800
05.04.2019;16:00;05.04.2019 16:00;820
05.04.2019;17:00;05.04.2019 17:00;790
05.04.2019;18:00;05.04.2019 18:00;810
05.04.2019;19:00;05.04.2019 19:00;810
05.04.2019;20:00;05.04.2019 20:00;820
05.04.2019;21:00;05.04.2019 21:00;830
05.04.2019;22:00;05.04.2019 22:00;810
05.04.2019;23:00;05.04.2019 23:00;770
06.04.2019;00:00;06.04.2019 00:00;730
06.04.2019;01:00;06.04.2019 01:00;690
06.04.2019;02:00;06.04.2019 02:00;710
06.04.2019;03:00;06.04.2019 03:00;750
06.04.2019;04:00;06.04.2019 04:00;720
06.04.2019;05:00;06.04.2019 05:00;690
06.04.2019;06:00;06.04.2019 06:00;830
06.04.2019;07:00;06.04.2019 07:00;820
06.04.2019;08:00;06.04.2019 08:00;850
06.04.2019;09:00;06.04.2019 09:00;850
06.04.2019;10:00;06.04.2019 10:00;800
06.04.2019;11:00;06.04.2019 11:00;730
06.04.2019;12:00;06.04.2019 12:00;650
06.04.2019;13:00;06.04.2019 13:00;590
06.04.2019;14:00;06.04.2019 14:00;500
06.04.2019;15:00;06.04.2019 15:00;480
06.04.2019;16:00;06.04.2019 16:00;490
06.04.2019;17:00;06.04.2019 17:00;460
06.04.2019;18:00;06.04.2019 18:00;460
06.04.2019;19:00;06.04.2019 19:00;490
06.04.2019;20:00;06.04.2019 20:00;500
06.04.2019;21:00;06.04.2019 21:00;570
06.04.2019;22:00;06.04.2019 22:00;570
06.04.2019;23:00;06.04.2019 23:00;560
07.04.2019;00:00;07.04.2019 00:00;540
07.04.2019;01:00;07.04.2019 01:00;530
07.04.2019;02:00;07.04.2019 02:00;520
07.04.2019;03:00;07.04.2019 03:00;520
07.04.2019;04:00;07.04.2019 04:00;530
07.04.2019;05:00;07.04.2019 05:00;560
07.04.2019;06:00;07.04.2019 06:00;660
07.04.2019;07:00;07.04.2019 07:00;690
07.04.2019;08:00;07.04.2019 08:00;740
07.04.2019;09:00;07.04.2019 09:00;720
07.04.2019;10:00;07.04.2019 10:00;600
07.04.2019;11:00;07.04.2019 11:00;510
07.04.2019;12:00;07.04.2019 12:00;420
07.04.2019;13:00;07.04.2019 13:00;380
07.04.2019;14:00;07.04.2019 14:00;340
07.04.2019;15:00;07.04.2019 15:00;340
07.04.2019;16:00;07.04.2019 16:00;330
07.04.2019;17:00;07.04.2019 17:00;310
07.04.2019;18:00;07.04.2019 18:00;340
07.04.2019;19:00;07.04.2019 19:00;370
07.04.2019;20:00;07.04.2019 20:00;400
07.04.2019;21:00;07.04.2019 21:00;420
07.04.2019;22:00;07.04.2019 22:00;450
07.04.2019;23:00;07.04.2019 23:00;440
08.04.2019;00:00;08.04.2019 00:00;400
08.04.2019;01:00;08.04.2019 01:00;440
08.04.2019;02:00;08.04.2019 02:00;520
08.04.2019;03:00;08.04.2019 03:00;490
08.04.2019;04:00;08.04.2019 04:00;520
08.04.2019;05:00;08.04.2019 05:00;530
08.04.2019;06:00;08.04.2019 06:00;650
08.04.2019;07:00;08.04.2019 07:00;660
08.04.2019;08:00;08.04.2019 08:00;720
08.04.2019;09:00;08.04.2019 09:00;690
08.04.2019;10:00;08.04.2019 10:00;530
08.04.2019;11:00;08.04.2019 11:00;440
08.04.2019;12:00;08.04.2019 12:00;330
08.04.2019;13:00;08.04.2019 13:00;330
08.04.2019;14:00;08.04.2019 14:00;300
08.04.2019;15:00;08.04.2019 15:00;310
08.04.2019;16:00;08.04.2019 16:00;280
08.04.2019;17:00;08.04.2019 17:00;250
08.04.2019;18:00;08.04.2019 18:00;310
08.04.2019;19:00;08.04.2019 19:00;320
08.04.2019;20:00;08.04.2019 20:00;350
08.04.2019;21:00;08.04.2019 21:00;370
08.04.2019;22:00;08.04.2019 22:00;360
08.04.2019;23:00;08.04.2019 23:00;390
09.04.2019;00:00;09.04.2019 00:00;380
09.04.2019;01:00;09.04.2019 01:00;330
09.04.2019;02:00;09.04.2019 02:00;490
09.04.2019;03:00;09.04.2019 03:00;480
09.04.2019;04:00;09.04.2019 04:00;490
09.04.2019;05:00;09.04.2019 05:00;570
09.04.2019;06:00;09.04.2019 06:00;700
09.04.2019;07:00;09.04.2019 07:00;690
09.04.2019;08:00;09.04.2019 08:00;770
09.04.2019;09:00;09.04.2019 09:00;760
09.04.2019;10:00;09.04.2019 10:00;710
09.04.2019;11:00;09.04.2019 11:00;630
09.04.2019;12:00;09.04.2019 12:00;550
09.04.2019;13:00;09.04.2019 13:00;540
09.04.2019;14:00;09.04.2019 14:00;480
09.04.2019;15:00;09.04.2019 15:00;400
09.04.2019;16:00;09.04.2019 16:00;410
09.04.2019;17:00;09.04.2019 17:00;420
09.04.2019;18:00;09.04.2019 18:00;410
09.04.2019;19:00;09.04.2019 19:00;450
09.04.2019;20:00;09.04.2019 20:00;520
09.04.2019;21:00;09.04.2019 21:00;550
09.04.2019;22:00;09.04.2019 22:00;550
09.04.2019;23:00;09.04.2019 23:00;560
10.04.2019;00:00;10.04.2019 00:00;520
10.04.2019;01:00;10.04.2019 01:00;580
10.04.2019;02:00;10.04.2019 02:00;580
10.04.2019;03:00;10.04.2019 03:00;660
10.04.2019;04:00;10.04.2019 04:00;690
10.04.2019;05:00;10.04.2019 05:00;690
10.04.2019;06:00;10.04.2019 06:00;860
10.04.2019;07:00;10.04.2019 07:00;940
10.04.2019;08:00;10.04.2019 08:00;1050
10.04.2019;09:00;10.04.2019 09:00;1030
10.04.2019;10:00;10.04.2019 10:00;960
10.04.2019;11:00;10.04.2019 11:00;810
10.04.2019;12:00;10.04.2019 12:00;730
10.04.2019;13:00;10.04.2019 13:00;650
10.04.2019;14:00;10.04.2019 14:00;640
10.04.2019;15:00;10.04.2019 15:00;520
10.04.2019;16:00;10.04.2019 16:00;600
10.04.2019;17:00;10.04.2019 17:00;600
10.04.2019;18:00;10.04.2019 18:00;530
10.04.2019;19:00;10.04.2019 19:00;600
10.04.2019;20:00;10.04.2019 20:00;660
10.04.2019;21:00;10.04.2019 21:00;740
10.04.2019;22:00;10.04.2019 22:00;730
10.04.2019;23:00;10.04.2019 23:00;720
11.04.2019;00:00;11.04.2019 00:00;720
11.04.2019;01:00;11.04.2019 01:00;720
11.04.2019;02:00;11.04.2019 02:00;770
11.04.2019;03:00;11.04.2019 03:00;830
11.04.2019;04:00;11.04.2019 04:00;760
11.04.2019;05:00;11.04.2019 05:00;900
11.04.2019;06:00;11.04.2019 06:00;870
11.04.2019;07:00;11.04.2019 07:00;1090
11.04.2019;08:00;11.04.2019 08:00;1170
11.04.2019;09:00;11.04.2019 09:00;1110
11.04.2019;10:00;11.04.2019 10:00;940
11.04.2019;11:00;11.04.2019 11:00;760
11.04.2019;12:00;11.04.2019 12:00;800
11.04.2019;13:00;11.04.2019 13:00;730
11.04.2019;14:00;11.04.2019 14:00;710
11.04.2019;15:00;11.04.2019 15:00;650
11.04.2019;16:00;11.04.2019 16:00;700
11.04.2019;17:00;11.04.2019 17:00;610
11.04.2019;18:00;11.04.2019 18:00;730
11.04.2019;19:00;11.04.2019 19:00;700
11.04.2019;20:00;11.04.2019 20:00;760
11.04.2019;21:00;11.04.2019 21:00;830
11.04.2019;22:00;11.04.2019 22:00;800
11.04.2019;23:00;11.04.2019 23:00;790
12.04.2019;00:00;12.04.2019 00:00;780
12.04.2019;01:00;12.04.2019 01:00;730
12.04.2019;02:00;12.04.2019 02:00;820
12.04.2019;03:00;12.04.2019 03:00;720
12.04.2019;04:00;12.04.2019 04:00;780
12.04.2019;05:00;12.04.2019 05:00;780
12.04.2019;06:00;12.04.2019 06:00;900
12.04.2019;07:00;12.04.2019 07:00;970
12.04.2019;08:00;12.04.2019 08:00;1040
12.04.2019;09:00;12.04.2019 09:00;1010
12.04.2019;10:00;12.04.2019 10:00;970
12.04.2019;11:00;12.04.2019 11:00;940
12.04.2019;12:00;12.04.2019 12:00;930
12.04.2019;13:00;12.04.2019 13:00;930
12.04.2019;14:00;12.04.2019 14:00;950
12.04.2019;15:00;12.04.2019 15:00;900
12.04.2019;16:00;12.04.2019 16:00;900
12.04.2019;17:00;12.04.2019 17:00;940
12.04.2019;18:00;12.04.2019 18:00;900
12.04.2019;19:00;12.04.2019 19:00;900
12.04.2019;20:00;12.04.2019 20:00;940
12.04.2019;21:00;12.04.2019 21:00;970
12.04.2019;22:00;12.04.2019 22:00;880
12.04.2019;23:00;12.04.2019 23:00;930
13.04.2019;00:00;13.04.2019 00:00;850
13.04.2019;01:00;13.04.2019 01:00;860
13.04.2019;02:00;13.04.2019 02:00;920
13.04.2019;03:00;13.04.2019 03:00;840
13.04.2019;04:00;13.04.2019 04:00;960
13.04.2019;05:00;13.04.2019 05:00;880
13.04.2019;06:00;13.04.2019 06:00;1080
13.04.2019;07:00;13.04.2019 07:00;1050
13.04.2019;08:00;13.04.2019 08:00;1220
13.04.2019;09:00;13.04.2019 09:00;1210
13.04.2019;10:00;13.04.2019 10:00;1100
13.04.2019;11:00;13.04.2019 11:00;970
13.04.2019;12:00;13.04.2019 12:00;1030
13.04.2019;13:00;13.04.2019 13:00;860
13.04.2019;14:00;13.04.2019 14:00;960
13.04.2019;15:00;13.04.2019 15:00;820
13.04.2019;16:00;13.04.2019 16:00;940
13.04.2019;17:00;13.04.2019 17:00;800
13.04.2019;18:00;13.04.2019 18:00;1060
13.04.2019;19:00;13.04.2019 19:00;1050
13.04.2019;20:00;13.04.2019 20:00;1010
13.04.2019;21:00;13.04.2019 21:00;1090
13.04.2019;22:00;13.04.2019 22:00;970
13.04.2019;23:00;13.04.2019 23:00;1060
14.04.2019;00:00;14.04.2019 00:00;790
14.04.2019;01:00;14.04.2019 01:00;1050
14.04.2019;02:00;14.04.2019 02:00;830
14.04.2019;03:00;14.04.2019 03:00;1030
14.04.2019;04:00;14.04.2019 04:00;820
14.04.2019;05:00;14.04.2019 05:00;1020
14.04.2019;06:00;14.04.2019 06:00;950
14.04.2019;07:00;14.04.2019 07:00;1140
14.04.2019;08:00;14.04.2019 08:00;1160
14.04.2019;09:00;14.04.2019 09:00;1180
14.04.2019;10:00;14.04.2019 10:00;1120
14.04.2019;11:00;14.04.2019 11:00;940
14.04.2019;12:00;14.04.2019 12:00;950
14.04.2019;13:00;14.04.2019 13:00;760
14.04.2019;14:00;14.04.2019 14:00;820
14.04.2019;15:00;14.04.2019 15:00;740
14.04.2019;16:00;14.04.2019 16:00;740
14.04.2019;17:00;14.04.2019 17:00;780
14.04.2019;18:00;14.04.2019 18:00;720
14.04.2019;19:00;14.04.2019 19:00;850
14.04.2019;20:00;14.04.2019 20:00;870
14.04.2019;21:00;14.04.2019 21:00;880
14.04.2019;22:00;14.04.2019 22:00;810
14.04.2019;23:00;14.04.2019 23:00;870
15.04.2019;00:00;15.04.2019 00:00;790
15.04.2019;01:00;15.04.2019 01:00;790
15.04.2019;02:00;15.04.2019 02:00;880
15.04.2019;03:00;15.04.2019 03:00;780
15.04.2019;04:00;15.04.2019 04:00;900
15.04.2019;05:00;15.04.2019 05:00;840
15.04.2019;06:00;15.04.2019 06:00;940
15.04.2019;07:00;15.04.2019 07:00;1010
15.04.2019;08:00;15.04.2019 08:00;1090
15.04.2019;09:00;15.04.2019 09:00;1020
15.04.2019;10:00;15.04.2019 10:00;920
15.04.2019;11:00;15.04.2019 11:00;780
15.04.2019;12:00;15.04.2019 12:00;700
15.04.2019;13:00;15.04.2019 13:00;620
15.04.2019;14:00;15.04.2019 14:00;550
15.04.2019;15:00;15.04.2019 15:00;510
15.04.2019;16:00;15.04.2019 16:00;500
15.04.2019;17:00;15.04.2019 17:00;460
15.04.2019;18:00;15.04.2019 18:00;470
15.04.2019;19:00;15.04.2019 19:00;420
15.04.2019;20:00;15.04.2019 20:00;540
15.04.2019;21:00;15.04.2019 21:00;620
15.04.2019;22:00;15.04.2019 22:00;610
15.04.2019;23:00;15.04.2019 23:00;630
16.04.2019;00:00;16.04.2019 00:00;640
16.04.2019;01:00;16.04.2019 01:00;610
16.04.2019;02:00;16.04.2019 02:00;750
16.04.2019;03:00;16.04.2019 03:00;650
16.04.2019;04:00;16.04.2019 04:00;770
16.04.2019;05:00;16.04.2019 05:00;720
16.04.2019;06:00;16.04.2019 06:00;880
16.04.2019;07:00;16.04.2019 07:00;910
16.04.2019;08:00;16.04.2019 08:00;970
16.04.2019;09:00;16.04.2019 09:00;910
16.04.2019;10:00;16.04.2019 10:00;760
16.04.2019;11:00;16.04.2019 11:00;640
16.04.2019;12:00;16.04.2019 12:00;550
16.04.2019;13:00;16.04.2019 13:00;450
16.04.2019;14:00;16.04.2019 14:00;410
16.04.2019;15:00;16.04.2019 15:00;340
16.04.2019;16:00;16.04.2019 16:00;370
16.04.2019;17:00;16.04.2019 17:00;340
16.04.2019;18:00;16.04.2019 18:00;290
16.04.2019;19:00;16.04.2019 19:00;410
16.04.2019;20:00;16.04.2019 20:00;330
16.04.2019;21:00;16.04.2019 21:00;530
16.04.2019;22:00;16.04.2019 22:00;520
16.04.2019;23:00;16.04.2019 23:00;400
17.04.2019;00:00;17.04.2019 00:00;490
17.04.2019;01:00;17.04.2019 01:00;410
17.04.2019;02:00;17.04.2019 02:00;530
17.04.2019;03:00;17.04.2019 03:00;520
17.04.2019;04:00;17.04.2019 04:00;430
17.04.2019;05:00;17.04.2019 05:00;550
17.04.2019;06:00;17.04.2019 06:00;610
17.04.2019;07:00;17.04.2019 07:00;610
17.04.2019;08:00;17.04.2019 08:00;630
17.04.2019;09:00;17.04.2019 09:00;600
17.04.2019;10:00;17.04.2019 10:00;520
17.04.2019;11:00;17.04.2019 11:00;480
17.04.2019;12:00;17.04.2019 12:00;450
17.04.2019;13:00;17.04.2019 13:00;400
17.04.2019;14:00;17.04.2019 14:00;390
17.04.2019;15:00;17.04.2019 15:00;340
17.04.2019;16:00;17.04.2019 16:00;380
17.04.2019;17:00;17.04.2019 17:00;500
17.04.2019;18:00;17.04.2019 18:00;360
17.04.2019;19:00;17.04.2019 19:00;400
17.04.2019;20:00;17.04.2019 20:00;410
17.04.2019;21:00;17.04.2019 21:00;430
17.04.2019;22:00;17.04.2019 22:00;430
17.04.2019;23:00;17.04.2019 23:00;410
18.04.2019;00:00;18.04.2019 00:00;400
18.04.2019;01:00;18.04.2019 01:00;390
18.04.2019;02:00;18.04.2019 02:00;480
18.04.2019;03:00;18.04.2019 03:00;380
18.04.2019;04:00;18.04.2019 04:00;530
18.04.2019;05:00;18.04.2019 05:00;430
18.04.2019;06:00;18.04.2019 06:00;600
