DATE_FROM;DATE_TO;PRODUCT_TYPE;TENDER_NUMBER;PRODUCTNAME;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_DEMAND_[MW];AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_IMPORT(-)_EXPORT(+)_[MW];BE_DEMAND_[MW];BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BE_IMPORT(-)_EXPORT(+)_[MW];CH_DEMAND_[MW];CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CH_IMPORT(-)_EXPORT(+)_[MW];DE_DEMAND_[MW];DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_IMPORT(-)_EXPORT(+)_[MW];FR_DEMAND_[MW];FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FR_IMPORT(-)_EXPORT(+)_[MW];NL_DEMAND_[MW];NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NL_IMPORT(-)_EXPORT(+)_[MW];SI_DEMAND_[MW];SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SI_IMPORT(-)_EXPORT(+)_[MW];DK_DEMAND_[MW];DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DK_IMPORT(-)_EXPORT(+)_[MW]
01.01.2021;01.01.2021;FCR;1;NEGPOS_00_04;22,99;71,00;22,99;4,00;87,00;161,76;-60,00;67,00;22,99;15,00;562,00;22,99;38,00;508,00;22,99;73,00;114,00;22,99;-70,00;-;-;-;-;-;-
01.01.2021;01.01.2021;FCR;1;NEGPOS_04_08;19,50;71,00;19,50;4,00;87,00;158,17;-60,00;67,00;19,50;6,00;562,00;19,50;-32,00;508,00;15,40;152,00;114,00;19,50;-70,00;-;-;-;-;-;-
01.01.2021;01.01.2021;FCR;1;NEGPOS_08_12;17,10;71,00;17,10;-2,00;87,00;62,42;-60,00;67,00;17,10;16,00;562,00;17,10;10,00;508,00;17,10;106,00;114,00;17,10;-70,00;-;-;-;-;-;-
01.01.2021;01.01.2021;FCR;1;NEGPOS_12_16;20,00;71,00;20,00;9,00;87,00;55,89;-60,00;67,00;20,00;13,00;562,00;20,00;28,00;508,00;20,00;80,00;114,00;20,00;-70,00;-;-;-;-;-;-
01.01.2021;01.01.2021;FCR;1;NEGPOS_16_20;15,00;71,00;15,00;-2,00;87,00;48,21;-60,00;67,00;15,00;44,00;562,00;15,00;-19,00;508,00;15,00;107,00;114,00;15,00;-70,00;-;-;-;-;-;-
01.01.2021;01.01.2021;FCR;1;NEGPOS_20_24;20,00;71,00;20,00;0,00;87,00;90,06;-60,00;67,00;20,00;18,00;562,00;20,00;-8,00;508,00;20,00;120,00;114,00;20,00;-70,00;-;-;-;-;-;-
02.01.2021;02.01.2021;FCR;1;NEGPOS_00_04;15,40;71,00;15,40;-2,00;87,00;151,07;-60,00;67,00;15,40;-8,00;562,00;15,40;-12,00;508,00;11,36;152,00;114,00;15,40;-70,00;-;-;-;-;-;-
02.01.2021;02.01.2021;FCR;1;NEGPOS_04_08;18,40;71,00;18,40;-2,00;87,00;141,04;-60,00;67,00;18,40;12,00;562,00;18,40;16,00;508,00;18,40;104,00;114,00;18,40;-70,00;-;-;-;-;-;-
02.01.2021;02.01.2021;FCR;1;NEGPOS_08_12;20,00;71,00;20,00;-2,00;87,00;42,86;-60,00;67,00;20,00;78,00;562,00;20,00;20,00;508,00;20,00;34,00;114,00;20,00;-70,00;-;-;-;-;-;-
02.01.2021;02.01.2021;FCR;1;NEGPOS_12_16;20,00;71,00;20,00;9,00;87,00;41,38;-60,00;67,00;20,00;75,00;562,00;20,00;18,00;508,00;20,00;28,00;114,00;20,00;-70,00;-;-;-;-;-;-
02.01.2021;02.01.2021;FCR;1;NEGPOS_16_20;13,64;71,00;13,64;0,00;87,00;49,60;-60,00;67,00;13,64;52,00;562,00;13,64;-19,00;508,00;13,64;97,00;114,00;13,64;-70,00;-;-;-;-;-;-
02.01.2021;02.01.2021;FCR;1;NEGPOS_20_24;25,00;71,00;25,00;9,00;87,00;72,12;-60,00;67,00;25,00;30,00;562,00;25,00;56,00;508,00;25,00;35,00;114,00;25,00;-70,00;-;-;-;-;-;-
03.01.2021;03.01.2021;FCR;1;NEGPOS_00_04;22,00;71,00;22,00;-2,00;87,00;80,01;-57,00;67,00;22,00;12,00;562,00;22,00;42,00;508,00;22,00;84,00;114,00;22,00;-70,00;-;-;-;-;-;-
03.01.2021;03.01.2021;FCR;1;NEGPOS_04_08;17,94;71,00;17,94;-2,00;87,00;99,84;-57,00;67,00;17,94;7,00;562,00;17,94;-30,00;508,00;13,92;152,00;114,00;17,94;-70,00;-;-;-;-;-;-
03.01.2021;03.01.2021;FCR;1;NEGPOS_08_12;16,00;71,00;16,00;-2,00;87,00;17,81;-60,00;67,00;16,00;46,00;562,00;16,00;-46,00;508,00;16,00;132,00;114,00;16,00;-70,00;-;-;-;-;-;-
03.01.2021;03.01.2021;FCR;1;NEGPOS_12_16;14,56;71,00;14,56;-2,00;87,00;18,50;-60,00;67,00;14,56;44,00;562,00;14,56;-10,00;508,00;14,56;98,00;114,00;14,56;-70,00;-;-;-;-;-;-
03.01.2021;03.01.2021;FCR;1;NEGPOS_16_20;14,16;71,00;14,16;-2,00;87,00;32,22;-60,00;67,00;14,16;48,00;562,00;14,16;-21,00;508,00;14,16;105,00;114,00;14,16;-70,00;-;-;-;-;-;-
03.01.2021;03.01.2021;FCR;1;NEGPOS_20_24;16,10;71,00;16,10;-2,00;87,00;66,32;-60,00;67,00;16,10;14,00;562,00;16,10;-31,00;508,00;16,10;149,00;114,00;16,10;-70,00;-;-;-;-;-;-
04.01.2021;04.01.2021;FCR;1;NEGPOS_00_04;19,28;71,00;19,28;-1,00;87,00;120,42;-60,00;67,00;19,28;43,00;562,00;19,28;-43,00;508,00;19,28;132,00;114,00;19,28;-71,00;-;-;-;-;-;-
04.01.2021;04.01.2021;FCR;1;NEGPOS_04_08;19,72;71,00;19,72;-1,00;87,00;115,67;-60,00;67,00;19,72;38,00;562,00;19,72;-5,00;508,00;19,72;99,00;114,00;19,72;-71,00;-;-;-;-;-;-
04.01.2021;04.01.2021;FCR;1;NEGPOS_08_12;11,00;71,00;11,00;-9,00;87,00;27,91;-60,00;67,00;11,00;1,00;562,00;11,00;-2,00;508,00;11,00;141,00;114,00;11,00;-71,00;-;-;-;-;-;-
04.01.2021;04.01.2021;FCR;1;NEGPOS_12_16;11,50;71,00;11,50;-3,00;87,00;26,11;-60,00;67,00;11,50;33,00;562,00;11,50;1,00;508,00;11,50;101,00;114,00;11,50;-72,00;-;-;-;-;-;-
04.01.2021;04.01.2021;FCR;1;NEGPOS_16_20;11,96;71,00;11,96;1,00;87,00;42,82;-60,00;67,00;11,96;19,00;562,00;11,96;0,00;508,00;11,96;111,00;114,00;11,96;-71,00;-;-;-;-;-;-
04.01.2021;04.01.2021;FCR;1;NEGPOS_20_24;21,22;71,00;21,22;-1,00;87,00;55,15;-60,00;67,00;21,22;56,00;562,00;21,22;40,00;508,00;21,22;36,00;114,00;21,22;-71,00;-;-;-;-;-;-
05.01.2021;05.01.2021;FCR;1;NEGPOS_00_04;22,00;71,00;22,00;-1,00;87,00;111,98;-60,00;67,00;22,00;40,00;562,00;22,00;82,00;508,00;22,00;10,00;114,00;22,00;-71,00;-;-;-;-;-;-
05.01.2021;05.01.2021;FCR;1;NEGPOS_04_08;26,33;71,00;26,33;-1,00;87,00;110,09;-60,00;67,00;26,33;39,00;562,00;26,33;41,00;508,00;26,33;52,00;114,00;26,33;-71,00;-;-;-;-;-;-
05.01.2021;05.01.2021;FCR;1;NEGPOS_08_12;10,40;71,00;10,40;-9,00;87,00;36,40;-60,00;67,00;10,40;-2,00;562,00;10,40;-3,00;508,00;9,84;152,00;114,00;10,40;-78,00;-;-;-;-;-;-
05.01.2021;05.01.2021;FCR;1;NEGPOS_12_16;11,00;71,00;11,00;-5,00;87,00;34,85;-60,00;67,00;11,00;3,00;562,00;11,00;-2,00;508,00;11,00;137,00;114,00;11,00;-73,00;-;-;-;-;-;-
05.01.2021;05.01.2021;FCR;1;NEGPOS_16_20;10,40;71,00;10,40;-14,00;87,00;57,86;-60,00;67,00;10,40;1,00;562,00;10,40;-1,00;508,00;3,72;152,00;114,00;10,40;-78,00;-;-;-;-;-;-
05.01.2021;05.01.2021;FCR;1;NEGPOS_20_24;19,00;71,00;19,00;-1,00;87,00;47,99;-60,00;67,00;19,00;41,00;562,00;19,00;28,00;508,00;19,00;63,00;114,00;19,00;-71,00;-;-;-;-;-;-
06.01.2021;06.01.2021;FCR;1;NEGPOS_00_04;27,99;71,00;27,99;-2,00;87,00;90,49;-60,00;67,00;27,99;40,00;562,00;27,99;82,00;508,00;27,99;11,00;114,00;149,99;-71,00;-;-;-;-;-;-
06.01.2021;06.01.2021;FCR;1;NEGPOS_04_08;28,00;71,00;28,00;-2,00;87,00;97,13;-60,00;67,00;28,00;42,00;562,00;28,00;80,00;508,00;28,00;21,00;114,00;122,98;-71,00;-;-;-;-;-;-
06.01.2021;06.01.2021;FCR;1;NEGPOS_08_12;11,00;71,00;11,00;-9,00;87,00;56,61;-60,00;67,00;11,00;11,00;562,00;11,00;-19,00;508,00;11,00;136,00;114,00;181,90;-59,00;-;-;-;-;-;-
06.01.2021;06.01.2021;FCR;1;NEGPOS_12_16;15,66;71,00;15,66;2,00;87,00;53,95;-60,00;67,00;15,66;67,00;562,00;15,66;-13,00;508,00;15,66;79,00;114,00;162,26;-71,00;-;-;-;-;-;-
06.01.2021;06.01.2021;FCR;1;NEGPOS_16_20;15,00;71,00;15,00;3,00;87,00;67,42;-60,00;67,00;15,00;28,00;562,00;15,00;-14,00;508,00;15,00;114,00;114,00;168,38;-71,00;-;-;-;-;-;-
06.01.2021;06.01.2021;FCR;1;NEGPOS_20_24;19,00;71,00;19,00;-2,00;87,00;56,69;-60,00;67,00;19,00;77,00;562,00;19,00;10,00;508,00;19,00;34,00;114,00;118,00;-59,00;-;-;-;-;-;-
07.01.2021;07.01.2021;FCR;1;NEGPOS_00_04;29,00;71,00;29,00;-1,00;87,00;77,05;-60,00;67,00;29,00;80,00;562,00;29,00;84,00;508,00;29,00;-32,00;114,00;145,13;-71,00;-;-;-;-;-;-
07.01.2021;07.01.2021;FCR;1;NEGPOS_04_08;29,00;71,00;29,00;6,00;87,00;79,82;-60,00;67,00;29,00;81,00;562,00;29,00;37,00;508,00;29,00;7,00;114,00;135,62;-71,00;-;-;-;-;-;-
07.01.2021;07.01.2021;FCR;1;NEGPOS_08_12;10,60;71,00;10,60;-2,00;87,00;92,95;-60,00;67,00;10,60;-1,00;562,00;10,60;-18,00;508,00;1,52;152,00;114,00;263,98;-71,00;-;-;-;-;-;-
07.01.2021;07.01.2021;FCR;1;NEGPOS_12_16;10,40;71,00;10,40;-1,00;87,00;77,22;-60,00;67,00;10,40;-1,00;562,00;10,40;-19,00;508,00;1,68;152,00;114,00;176,18;-71,00;-;-;-;-;-;-
07.01.2021;07.01.2021;FCR;1;NEGPOS_16_20;11,50;71,00;11,50;-7,00;87,00;104,71;-60,00;67,00;11,50;11,00;562,00;11,50;-25,00;508,00;1,40;152,00;114,00;179,77;-71,00;-;-;-;-;-;-
07.01.2021;07.01.2021;FCR;1;NEGPOS_20_24;11,00;71,00;11,00;-9,00;87,00;73,49;-60,00;67,00;11,00;53,00;562,00;11,00;-1,00;508,00;11,00;88,00;114,00;105,65;-71,00;-;-;-;-;-;-
08.01.2021;08.01.2021;FCR;1;NEGPOS_00_04;19,00;71,00;19,00;-1,00;87,00;65,50;-60,00;67,00;19,00;76,00;562,00;19,00;49,00;508,00;19,00;12,00;114,00;19,00;-76,00;-;-;-;-;-;-
08.01.2021;08.01.2021;FCR;1;NEGPOS_04_08;25,00;71,00;25,00;6,00;87,00;63,15;-60,00;67,00;25,00;79,00;562,00;25,00;26,00;508,00;25,00;25,00;114,00;25,00;-76,00;-;-;-;-;-;-
08.01.2021;08.01.2021;FCR;1;NEGPOS_08_12;10,00;71,00;10,00;-19,00;87,00;385,51;-38,00;67,00;10,00;-7,00;562,00;10,00;-11,00;508,00;1,00;152,00;114,00;10,00;-77,00;-;-;-;-;-;-
08.01.2021;08.01.2021;FCR;1;NEGPOS_12_16;10,70;71,00;10,70;-14,00;87,00;104,20;-60,00;67,00;10,70;4,00;562,00;10,70;-5,00;508,00;1,36;152,00;114,00;10,70;-77,00;-;-;-;-;-;-
08.01.2021;08.01.2021;FCR;1;NEGPOS_16_20;10,70;71,00;10,70;-14,00;87,00;132,82;-60,00;67,00;10,70;1,00;562,00;10,70;-3,00;508,00;1,08;152,00;114,00;10,70;-76,00;-;-;-;-;-;-
08.01.2021;08.01.2021;FCR;1;NEGPOS_20_24;11,00;71,00;11,00;-9,00;87,00;73,21;-60,00;67,00;11,00;32,00;562,00;11,00;-4,00;508,00;11,00;117,00;114,00;11,00;-76,00;-;-;-;-;-;-
09.01.2021;09.01.2021;FCR;1;NEGPOS_00_04;19,10;71,00;19,10;6,00;87,00;56,34;-60,00;67,00;19,10;77,00;562,00;19,10;66,00;508,00;19,10;-23,00;114,00;19,10;-66,00;-;-;-;-;-;-
09.01.2021;09.01.2021;FCR;1;NEGPOS_04_08;29,00;71,00;29,00;6,00;87,00;55,53;-60,00;67,00;29,00;83,00;562,00;29,00;97,00;508,00;29,00;-60,00;114,00;29,00;-66,00;-;-;-;-;-;-
09.01.2021;09.01.2021;FCR;1;NEGPOS_08_12;12,88;71,00;12,88;2,00;87,00;122,51;-60,00;67,00;12,88;84,00;562,00;12,88;-42,00;508,00;12,88;82,00;114,00;12,88;-66,00;-;-;-;-;-;-
09.01.2021;09.01.2021;FCR;1;NEGPOS_12_16;11,00;71,00;11,00;-2,00;87,00;105,59;-60,00;67,00;11,00;81,00;562,00;11,00;-1,00;508,00;11,00;56,00;114,00;11,00;-74,00;-;-;-;-;-;-
09.01.2021;09.01.2021;FCR;1;NEGPOS_16_20;10,00;71,00;10,00;-7,00;87,00;137,53;-60,00;67,00;10,00;49,00;562,00;10,00;-10,00;508,00;10,00;98,00;114,00;10,00;-70,00;-;-;-;-;-;-
09.01.2021;09.01.2021;FCR;1;NEGPOS_20_24;15,83;71,00;15,83;5,00;87,00;79,42;-60,00;67,00;15,83;79,00;562,00;15,83;14,00;508,00;15,83;28,00;114,00;15,83;-66,00;-;-;-;-;-;-
10.01.2021;10.01.2021;FCR;1;NEGPOS_00_04;20,00;71,00;20,00;4,00;87,00;47,13;-60,00;67,00;20,00;63,00;562,00;20,00;70,00;508,00;20,00;-11,00;114,00;20,00;-66,00;-;-;-;-;-;-
10.01.2021;10.01.2021;FCR;1;NEGPOS_04_08;25,00;71,00;25,00;-3,00;87,00;47,16;-60,00;67,00;25,00;15,00;562,00;25,00;88,00;508,00;25,00;26,00;114,00;25,00;-66,00;-;-;-;-;-;-
10.01.2021;10.01.2021;FCR;1;NEGPOS_08_12;18,00;71,00;18,00;10,00;87,00;127,21;-60,00;67,00;18,00;69,00;562,00;18,00;30,00;508,00;18,00;17,00;114,00;18,00;-66,00;-;-;-;-;-;-
10.01.2021;10.01.2021;FCR;1;NEGPOS_12_16;16,00;71,00;16,00;9,00;87,00;109,16;-60,00;67,00;16,00;67,00;562,00;16,00;28,00;508,00;16,00;22,00;114,00;16,00;-66,00;-;-;-;-;-;-
10.01.2021;10.01.2021;FCR;1;NEGPOS_16_20;15,00;71,00;15,00;9,00;87,00;146,63;-60,00;67,00;15,00;73,00;562,00;15,00;10,00;508,00;15,00;34,00;114,00;15,00;-66,00;-;-;-;-;-;-
10.01.2021;10.01.2021;FCR;1;NEGPOS_20_24;19,00;71,00;19,00;10,00;87,00;96,82;-60,00;67,00;19,00;72,00;562,00;19,00;10,00;508,00;19,00;34,00;114,00;19,00;-66,00;-;-;-;-;-;-
11.01.2021;11.01.2021;FCR;1;NEGPOS_00_04;29,80;71,00;29,80;-3,00;87,00;39,76;-60,00;67,00;29,80;59,00;562,00;29,80;120,00;508,00;29,80;-47,00;114,00;29,80;-69,00;-;-;-;-;-;-
11.01.2021;11.01.2021;FCR;1;NEGPOS_04_08;39,84;71,00;39,84;-2,00;87,00;41,43;-60,00;67,00;39,84;73,00;562,00;39,84;85,00;508,00;39,84;-27,00;114,00;39,84;-69,00;-;-;-;-;-;-
11.01.2021;11.01.2021;FCR;1;NEGPOS_08_12;11,76;71,00;11,76;-4,00;87,00;123,70;-60,00;67,00;11,76;6,00;562,00;11,76;-25,00;508,00;1,24;152,00;114,00;11,76;-69,00;-;-;-;-;-;-
11.01.2021;11.01.2021;FCR;1;NEGPOS_12_16;10,80;71,00;10,80;6,00;87,00;105,20;-60,00;67,00;10,80;2,00;562,00;10,80;-24,00;508,00;1,48;152,00;114,00;10,80;-76,00;-;-;-;-;-;-
11.01.2021;11.01.2021;FCR;1;NEGPOS_16_20;11,40;71,00;11,40;8,00;87,00;141,80;-60,00;67,00;11,40;6,00;562,00;11,40;-33,00;508,00;1,52;152,00;114,00;11,40;-73,00;-;-;-;-;-;-
11.01.2021;11.01.2021;FCR;1;NEGPOS_20_24;19,86;71,00;19,86;-3,00;87,00;92,19;-60,00;67,00;19,86;41,00;562,00;19,86;37,00;508,00;19,86;54,00;114,00;19,86;-69,00;-;-;-;-;-;-
12.01.2021;12.01.2021;FCR;1;NEGPOS_00_04;33,72;71,00;33,72;-2,00;87,00;200,00;-38,00;67,00;33,72;30,00;562,00;33,72;-6,00;508,00;33,72;88,00;114,00;33,72;-72,00;-;-;-;-;-;-
12.01.2021;12.01.2021;FCR;1;NEGPOS_04_08;33,24;71,00;33,24;-2,00;87,00;200,00;-38,00;67,00;33,24;40,00;562,00;33,24;2,00;508,00;33,24;70,00;114,00;33,24;-72,00;-;-;-;-;-;-
12.01.2021;12.01.2021;FCR;1;NEGPOS_08_12;10,80;71,00;10,80;-11,00;87,00;200,00;-41,00;67,00;10,80;4,00;562,00;10,80;-27,00;508,00;9,04;152,00;114,00;10,80;-77,00;-;-;-;-;-;-
12.01.2021;12.01.2021;FCR;1;NEGPOS_12_16;10,76;71,00;10,76;-28,00;87,00;200,00;-41,00;67,00;10,76;55,00;562,00;10,76;-65,00;508,00;7,60;152,00;114,00;10,76;-73,00;-;-;-;-;-;-
12.01.2021;12.01.2021;FCR;1;NEGPOS_16_20;10,90;71,00;10,90;7,00;87,00;200,00;-38,00;67,00;10,90;5,00;562,00;10,90;-24,00;508,00;10,90;122,00;114,00;10,90;-72,00;-;-;-;-;-;-
12.01.2021;12.01.2021;FCR;1;NEGPOS_20_24;19,00;71,00;19,00;-3,00;87,00;200,00;-38,00;67,00;19,00;52,00;562,00;19,00;-53,00;508,00;19,00;111,00;114,00;19,00;-69,00;-;-;-;-;-;-
13.01.2021;13.01.2021;FCR;1;NEGPOS_00_04;30,76;71,00;30,76;4,00;87,00;63,04;-60,00;67,00;30,76;27,00;562,00;30,76;20,00;508,00;30,76;81,00;114,00;30,76;-72,00;-;-;-;-;-;-
13.01.2021;13.01.2021;FCR;1;NEGPOS_04_08;29,00;71,00;29,00;3,00;87,00;51,29;-60,00;67,00;29,00;31,00;562,00;29,00;21,00;508,00;29,00;77,00;114,00;29,00;-72,00;-;-;-;-;-;-
13.01.2021;13.01.2021;FCR;1;NEGPOS_08_12;10,00;71,00;10,00;-10,00;87,00;101,70;-60,00;67,00;10,00;40,00;562,00;10,00;-46,00;508,00;1,72;152,00;114,00;10,00;-76,00;-;-;-;-;-;-
13.01.2021;13.01.2021;FCR;1;NEGPOS_12_16;11,00;71,00;11,00;-3,00;87,00;81,37;-60,00;67,00;11,00;42,00;562,00;11,00;-13,00;508,00;11,00;106,00;114,00;11,00;-72,00;-;-;-;-;-;-
13.01.2021;13.01.2021;FCR;1;NEGPOS_16_20;19,32;71,00;19,32;10,00;87,00;135,89;-60,00;67,00;19,32;55,00;562,00;19,32;-10,00;508,00;19,32;77,00;114,00;19,32;-72,00;-;-;-;-;-;-
13.01.2021;13.01.2021;FCR;1;NEGPOS_20_24;14,37;71,00;14,37;-2,00;87,00;81,08;-60,00;67,00;14,37;70,00;562,00;14,37;-51,00;508,00;14,37;119,00;114,00;14,37;-72,00;-;-;-;-;-;-
14.01.2021;14.01.2021;FCR;1;NEGPOS_00_04;18,76;71,00;18,76;-3,00;87,00;82,30;-60,00;67,00;18,76;24,00;562,00;18,76;-2,00;508,00;18,76;120,00;114,00;18,76;-79,00;-;-;-;-;-;-
14.01.2021;14.01.2021;FCR;1;NEGPOS_04_08;18,79;71,00;18,79;-3,00;87,00;61,91;-60,00;67,00;18,79;24,00;562,00;18,79;-12,00;508,00;18,79;130,00;114,00;18,79;-79,00;-;-;-;-;-;-
14.01.2021;14.01.2021;FCR;1;NEGPOS_08_12;19,00;71,00;19,00;-7,00;87,00;64,35;-60,00;67,00;19,00;18,00;562,00;19,00;-24,00;508,00;1,72;152,00;114,00;19,00;-79,00;-;-;-;-;-;-
14.01.2021;14.01.2021;FCR;1;NEGPOS_12_16;13,60;71,00;13,60;-8,00;87,00;64,77;-60,00;67,00;13,60;15,00;562,00;13,60;-20,00;508,00;1,68;152,00;114,00;13,60;-79,00;-;-;-;-;-;-
14.01.2021;14.01.2021;FCR;1;NEGPOS_16_20;23,48;71,00;23,48;-8,00;87,00;116,11;-60,00;67,00;23,48;25,00;562,00;23,48;-27,00;508,00;1,36;152,00;114,00;23,48;-79,00;-;-;-;-;-;-
14.01.2021;14.01.2021;FCR;1;NEGPOS_20_24;19,77;71,00;19,77;-3,00;87,00;71,48;-60,00;67,00;19,77;87,00;562,00;19,77;1,00;508,00;19,77;54,00;114,00;19,77;-79,00;-;-;-;-;-;-
15.01.2021;15.01.2021;FCR;1;NEGPOS_00_04;28,36;71,00;28,36;7,00;87,00;68,31;-60,00;67,00;28,36;12,00;562,00;28,36;93,00;508,00;28,36;14,00;114,00;28,36;-66,00;-;-;-;-;-;-
15.01.2021;15.01.2021;FCR;1;NEGPOS_04_08;25,84;71,00;25,84;-3,00;87,00;57,25;-60,00;67,00;25,84;15,00;562,00;25,84;35,00;508,00;25,84;85,00;114,00;25,84;-72,00;-;-;-;-;-;-
15.01.2021;15.01.2021;FCR;1;NEGPOS_08_12;20,00;71,00;20,00;-3,00;87,00;55,76;-60,00;67,00;20,00;0,00;562,00;20,00;-23,00;508,00;6,88;152,00;114,00;20,00;-66,00;-;-;-;-;-;-
15.01.2021;15.01.2021;FCR;1;NEGPOS_12_16;10,80;71,00;10,80;-9,00;87,00;51,41;-60,00;67,00;10,80;-9,00;562,00;10,80;3,00;508,00;7,04;152,00;114,00;10,80;-77,00;-;-;-;-;-;-
15.01.2021;15.01.2021;FCR;1;NEGPOS_16_20;29,00;71,00;29,00;-3,00;87,00;106,72;-60,00;67,00;29,00;1,00;562,00;29,00;-18,00;508,00;7,04;152,00;114,00;29,00;-72,00;-;-;-;-;-;-
15.01.2021;15.01.2021;FCR;1;NEGPOS_20_24;16,36;71,00;16,36;-4,00;87,00;67,95;-60,00;67,00;16,36;26,00;562,00;16,36;-5,00;508,00;16,36;115,00;114,00;16,36;-72,00;-;-;-;-;-;-
16.01.2021;16.01.2021;FCR;1;NEGPOS_00_04;22,00;71,00;22,00;3,00;87,00;66,07;-60,00;67,00;22,00;21,00;562,00;22,00;72,00;508,00;22,00;43,00;114,00;163,94;-79,00;-;-;-;-;-;-
16.01.2021;16.01.2021;FCR;1;NEGPOS_04_08;21,92;71,00;21,92;3,00;87,00;60,55;-60,00;67,00;21,92;26,00;562,00;21,92;59,00;508,00;21,92;51,00;114,00;161,86;-79,00;-;-;-;-;-;-
16.01.2021;16.01.2021;FCR;1;NEGPOS_08_12;24,80;71,00;24,80;3,00;87,00;54,01;-60,00;67,00;24,80;97,00;562,00;24,80;-28,00;508,00;24,80;55,00;114,00;143,11;-67,00;-;-;-;-;-;-
16.01.2021;16.01.2021;FCR;1;NEGPOS_12_16;23,00;71,00;23,00;26,00;87,00;46,05;-60,00;67,00;23,00;74,00;562,00;23,00;32,00;508,00;23,00;7,00;114,00;165,61;-79,00;-;-;-;-;-;-
16.01.2021;16.01.2021;FCR;1;NEGPOS_16_20;23,72;71,00;23,72;-4,00;87,00;97,71;-60,00;67,00;23,72;85,00;562,00;23,72;24,00;508,00;23,72;22,00;114,00;124,35;-67,00;-;-;-;-;-;-
16.01.2021;16.01.2021;FCR;1;NEGPOS_20_24;26,46;71,00;26,46;6,00;87,00;62,30;-60,00;67,00;26,46;61,00;562,00;26,46;88,00;508,00;26,46;-16,00;114,00;102,05;-79,00;-;-;-;-;-;-
17.01.2021;17.01.2021;FCR;1;NEGPOS_00_04;29,00;71,00;29,00;2,00;87,00;72,49;-60,00;67,00;29,00;32,00;562,00;29,00;91,00;508,00;29,00;14,00;114,00;29,00;-79,00;-;-;-;-;-;-
17.01.2021;17.01.2021;FCR;1;NEGPOS_04_08;22,46;71,00;22,46;5,00;87,00;64,59;-60,00;67,00;22,46;29,00;562,00;22,46;77,00;508,00;22,46;28,00;114,00;40,00;-79,00;-;-;-;-;-;-
17.01.2021;17.01.2021;FCR;1;NEGPOS_08_12;30,57;71,00;30,57;14,00;87,00;50,81;-60,00;67,00;30,57;65,00;562,00;30,57;84,00;508,00;30,57;-24,00;114,00;30,57;-79,00;-;-;-;-;-;-
17.01.2021;17.01.2021;FCR;1;NEGPOS_12_16;29,35;71,00;29,35;8,00;87,00;47,17;-60,00;67,00;29,35;75,00;562,00;29,35;113,00;508,00;29,35;-56,00;114,00;29,35;-79,00;-;-;-;-;-;-
17.01.2021;17.01.2021;FCR;1;NEGPOS_16_20;36,54;71,00;36,54;11,00;87,00;89,12;-60,00;67,00;36,54;77,00;562,00;36,54;63,00;508,00;36,54;-12,00;114,00;41,00;-79,00;-;-;-;-;-;-
17.01.2021;17.01.2021;FCR;1;NEGPOS_20_24;30,20;71,00;30,20;11,00;87,00;30,20;-57,00;67,00;30,20;60,00;562,00;30,20;103,00;508,00;30,20;-38,00;114,00;54,00;-79,00;-;-;-;-;-;-
18.01.2021;18.01.2021;FCR;1;NEGPOS_00_04;20,00;71,00;20,00;-1,00;87,00;95,82;-60,00;67,00;20,00;-7,00;562,00;20,00;30,00;508,00;20,00;107,00;114,00;20,00;-69,00;-;-;-;-;-;-
18.01.2021;18.01.2021;FCR;1;NEGPOS_04_08;19,00;71,00;19,00;-1,00;87,00;73,78;-60,00;67,00;19,00;11,00;562,00;19,00;-27,00;508,00;14,96;152,00;114,00;19,00;-75,00;-;-;-;-;-;-
18.01.2021;18.01.2021;FCR;1;NEGPOS_08_12;19,00;71,00;19,00;7,00;87,00;54,96;-60,00;67,00;19,00;23,00;562,00;19,00;-53,00;508,00;2,72;152,00;114,00;19,00;-69,00;-;-;-;-;-;-
18.01.2021;18.01.2021;FCR;1;NEGPOS_12_16;23,00;71,00;23,00;1,00;87,00;45,40;-60,00;67,00;20,15;99,00;562,00;23,00;-9,00;508,00;23,00;38,00;114,00;23,00;-69,00;-;-;-;-;-;-
18.01.2021;18.01.2021;FCR;1;NEGPOS_16_20;33,00;71,00;33,00;32,00;87,00;91,60;-60,00;67,00;33,00;77,00;562,00;33,00;-31,00;508,00;33,00;57,00;114,00;33,00;-75,00;-;-;-;-;-;-
18.01.2021;18.01.2021;FCR;1;NEGPOS_20_24;17,83;71,00;17,83;-1,00;87,00;28,43;-60,00;67,00;17,83;46,00;562,00;17,83;-29,00;508,00;17,83;136,00;114,00;17,83;-75,00;-;-;-;-;-;-
19.01.2021;19.01.2021;FCR;1;NEGPOS_00_04;19,16;71,00;19,16;-1,00;87,00;119,15;-60,00;67,00;19,16;-6,00;562,00;19,16;62,00;508,00;19,16;101,00;114,00;19,16;-69,00;15,00;19,16;-15,00;20,00;19,16;-12,00
