snapshot,grid_power
135,279.0828048559525
136,96.0454041964138
137,123.23885028079795
138,115.58302222338051
139,78.76484063022305
140,-0.0
141,22.652903710377267
142,-0.0
143,32.74804968860071
144,-0.0
145,-0.0
146,-0.0
147,-0.0
148,-0.0
149,-0.0
150,-0.0
151,-0.0
152,157.91366344580075
153,181.82743607036917
154,187.55501380209438
155,207.15304732189085
156,315.2116251598404
157,332.46014263342914
158,335.83447826265603
159,299.51880259546704
160,395.9516325559412
161,297.17463065288445
162,259.87476784638176
163,230.91451018371225
164,394.6151568580872
165,345.8489172081551
166,395.30800410441867
167,419.60023410377585
168,335.15606996182356
169,305.8178634151358
170,371.24669850521394
171,357.93865564517046
172,231.0214107146431
173,396.87540420242516
174,431.72738741897655
175,640.73874727252
176,285.5377449021325
177,302.02124508385253
178,277.95993948464775
179,448.43866848120314
180,25.721776976513866
181,375.3684195972484
182,446.82473398117935
183,460.0173393231047
184,-0.0
185,335.0396154621647
186,322.68419745764515
187,419.1459299910756
188,205.82151542555198
189,357.4843268505121
190,313.8159175715952
191,370.1514009698666
192,-0.0
193,286.33379130506245
194,302.8894615323196
195,332.7531993015784
196,274.5210031794464
197,306.17452845967676
198,316.3648450980818
199,369.12660606880553
200,270.96169501543966
201,324.04367377014364
202,309.4510337178886
203,378.03817810939455
204,321.71984273137195
205,340.66297705575073
206,381.9957760612305
207,439.8901225703211
208,320.1898328295927
209,316.20338166871676
210,307.03200733697724
211,341.0815337015165
212,389.6895274876037
213,333.4668218966168
214,528.5891105268156
215,800.0
216,597.1863086844495
217,358.42401355089004
218,346.30222902127264
219,298.80614761805316
220,487.8008679421181
221,347.69106703358153
222,394.4510090359305
223,417.100476008182
224,507.3294404911271
225,272.2157469054023
226,303.8751247800282
227,356.2011810847374
228,345.71282312590563
229,324.269930705933
230,309.93704358091225
231,296.9578048559525
232,257.6204041964138
233,284.81385028079796
234,267.1580222233805
235,260.339840630223
236,102.82209710469314
237,351.2529037103772
238,238.38255011551368
239,316.34804968860067
240,285.1692456984969
241,258.2783855690319
242,244.05832561521194
243,300.29595396051013
244,224.8895553573534
245,315.8952670029165
246,271.02028317172073
247,364.508629574587
248,261.41366344580075
249,305.3274360703692
250,301.0550138020944
251,325.6530473218908
252,310.2116251598404
253,322.46014263342914
254,335.83447826265603
255,304.51880259546704
256,400.9516325559412
257,302.17463065288445
258,264.87476784638176
259,235.91451018371225
260,399.6151568580872
261,350.8489172081551
262,405.30800410441867
263,424.60023410377585
264,340.15606996182356
265,305.8178634151358
266,376.24669850521394
267,357.93865564517046
268,236.0214107146431
269,396.87540420242516
270,436.72738741897655
271,650.73874727252
272,290.5377449021325
273,312.02124508385253
274,277.95993948464775
275,458.43866848120314
276,25.721776976513866
277,375.3684195972484
278,451.82473398117935
279,465.0173393231047
280,-0.0
281,340.0396154621647
282,327.68419745764515
283,419.1459299910756
284,215.82151542555198
285,362.4843268505121
286,318.8159175715952
287,380.1514009698666
288,-0.0
289,296.33379130506245
290,312.8894615323196
291,342.7531993015784
292,284.5210031794464
293,321.17452845967676
294,331.3648450980818
295,379.12660606880553
